,symbol,product,ticker2,currency,instrument,region,exchange
1,000080,HITE JINRO CO LTD,BK5H,KRW,Futures,KR,KSE
2,000080,HITE JINRO CO LTD,BK5Z,KRW,Futures,KR,KSE
3,000080,HITE JINRO CO LTD,BK5G,KRW,Futures,KR,KSE
4,000080,HITE JINRO CO LTD,BK5F,KRW,Futures,KR,KSE
5,000080,HITE JINRO CO LTD,BK5U,KRW,Futures,KR,KSE
6,000080,HITE JINRO CO LTD,BK5M,KRW,Futures,KR,KSE
7,000100,YUHAN CORPORATION,D65H,KRW,Futures,KR,KSE
8,000100,YUHAN CORPORATION,D65Z,KRW,Futures,KR,KSE
9,000100,YUHAN CORPORATION,D65G,KRW,Futures,KR,KSE
10,000100,YUHAN CORPORATION,D65F,KRW,Futures,KR,KSE
11,000100,YUHAN CORPORATION,D65U,KRW,Futures,KR,KSE
12,000100,YUHAN CORPORATION,D65M,KRW,Futures,KR,KSE
13,000250,SAM CHUN DANG PHARM CO LTD,F45H,KRW,Futures,KR,KSE
14,000250,SAM CHUN DANG PHARM CO LTD,F45Z,KRW,Futures,KR,KSE
15,000250,SAM CHUN DANG PHARM CO LTD,F45G,KRW,Futures,KR,KSE
16,000250,SAM CHUN DANG PHARM CO LTD,F45F,KRW,Futures,KR,KSE
17,000250,SAM CHUN DANG PHARM CO LTD,F45U,KRW,Futures,KR,KSE
18,000250,SAM CHUN DANG PHARM CO LTD,F45M,KRW,Futures,KR,KSE
19,000270,KIA CORP,195H,KRW,Futures,KR,KSE
20,000270,KIA CORP,195Z,KRW,Futures,KR,KSE
21,000270,KIA CORP,195G,KRW,Futures,KR,KSE
22,000270,KIA CORP,195F,KRW,Futures,KR,KSE
23,000270,KIA CORP,195U,KRW,Futures,KR,KSE
24,000270,KIA CORP,195M,KRW,Futures,KR,KSE
25,000660,SK HYNIX INC,505H,KRW,Futures,KR,KSE
26,000660,SK HYNIX INC,505Z,KRW,Futures,KR,KSE
27,000660,SK HYNIX INC,505G,KRW,Futures,KR,KSE
28,000660,SK HYNIX INC,505F,KRW,Futures,KR,KSE
29,000660,SK HYNIX INC,505U,KRW,Futures,KR,KSE
30,000660,SK HYNIX INC,505M,KRW,Futures,KR,KSE
31,000720,HYUNDAI ENGINEERING & CONST,BN5H,KRW,Futures,KR,KSE
32,000720,HYUNDAI ENGINEERING & CONST,BN5Z,KRW,Futures,KR,KSE
33,000720,HYUNDAI ENGINEERING & CONST,BN5G,KRW,Futures,KR,KSE
34,000720,HYUNDAI ENGINEERING & CONST,BN5F,KRW,Futures,KR,KSE
35,000720,HYUNDAI ENGINEERING & CONST,BN5U,KRW,Futures,KR,KSE
36,000720,HYUNDAI ENGINEERING & CONST,BN5M,KRW,Futures,KR,KSE
37,000810,SAMSUNG FIRE & MARINE INS,CT5H,KRW,Futures,KR,KSE
38,000810,SAMSUNG FIRE & MARINE INS,CT5Z,KRW,Futures,KR,KSE
39,000810,SAMSUNG FIRE & MARINE INS,CT5G,KRW,Futures,KR,KSE
40,000810,SAMSUNG FIRE & MARINE INS,CT5F,KRW,Futures,KR,KSE
41,000810,SAMSUNG FIRE & MARINE INS,CT5U,KRW,Futures,KR,KSE
42,000810,SAMSUNG FIRE & MARINE INS,CT5M,KRW,Futures,KR,KSE
43,000880,HANWHA CORPORATION,C95H,KRW,Futures,KR,KSE
44,000880,HANWHA CORPORATION,C95Z,KRW,Futures,KR,KSE
45,000880,HANWHA CORPORATION,C95G,KRW,Futures,KR,KSE
46,000880,HANWHA CORPORATION,C95F,KRW,Futures,KR,KSE
47,000880,HANWHA CORPORATION,C95U,KRW,Futures,KR,KSE
48,000880,HANWHA CORPORATION,C95M,KRW,Futures,KR,KSE
49,001040,CJ CORP,425H,KRW,Futures,KR,KSE
50,001040,CJ CORP,425Z,KRW,Futures,KR,KSE
51,001040,CJ CORP,425G,KRW,Futures,KR,KSE
52,001040,CJ CORP,425F,KRW,Futures,KR,KSE
53,001040,CJ CORP,425U,KRW,Futures,KR,KSE
54,001040,CJ CORP,425M,KRW,Futures,KR,KSE
55,001120,LX INTERNATIONAL CORP,BX5H,KRW,Futures,KR,KSE
56,001120,LX INTERNATIONAL CORP,BX5Z,KRW,Futures,KR,KSE
57,001120,LX INTERNATIONAL CORP,BX5G,KRW,Futures,KR,KSE
58,001120,LX INTERNATIONAL CORP,BX5F,KRW,Futures,KR,KSE
59,001120,LX INTERNATIONAL CORP,BX5U,KRW,Futures,KR,KSE
60,001120,LX INTERNATIONAL CORP,BX5M,KRW,Futures,KR,KSE
61,001450,HYUNDAI MARINE & FIRE INS CO,CE5H,KRW,Futures,KR,KSE
62,001450,HYUNDAI MARINE & FIRE INS CO,CE5Z,KRW,Futures,KR,KSE
63,001450,HYUNDAI MARINE & FIRE INS CO,CE5G,KRW,Futures,KR,KSE
64,001450,HYUNDAI MARINE & FIRE INS CO,CE5F,KRW,Futures,KR,KSE
65,001450,HYUNDAI MARINE & FIRE INS CO,CE5U,KRW,Futures,KR,KSE
66,001450,HYUNDAI MARINE & FIRE INS CO,CE5M,KRW,Futures,KR,KSE
67,001570,KUM YANG CO LTD,GN5F,KRW,Futures,KR,KSE
68,001570,KUM YANG CO LTD,GN5Z,KRW,Futures,KR,KSE
69,001570,KUM YANG CO LTD,GN5U,KRW,Futures,KR,KSE
70,001570,KUM YANG CO LTD,GN5M,KRW,Futures,KR,KSE
71,001570,KUM YANG CO LTD,GN5H,KRW,Futures,KR,KSE
72,001570,KUM YANG CO LTD,GN5G,KRW,Futures,KR,KSE
73,001680,DAESANG CORPORATION,B65H,KRW,Futures,KR,KSE
74,001680,DAESANG CORPORATION,B65Z,KRW,Futures,KR,KSE
75,001680,DAESANG CORPORATION,B65G,KRW,Futures,KR,KSE
