,symbol,product,ticker2,currency,instrument,region,exchange
0,2YSME,Small 2YR US Treasury Yield,S2YJ4,USD,FUT,US,SMFE
1,45U,30 Year UMBS 4.5% Coupon,45UM4,USD,FUT,US,CBOT
2,50U,30 Year UMBS 5.0% Coupon,50UM4,USD,FUT,US,CBOT
3,5YY,5 Year Micro Treasury Yield,5YYJ4,USD,FUT,US,CBOT
4,AC,Ethanol -CME,EH   FEB 25,USD,FUT,US,CBOT
5,AC,Ethanol -CME,EHF7,USD,FUT,US,CBOT
6,AC,Ethanol -CME,EH   JUL 25,USD,FUT,US,CBOT
7,AFR,ICE Richards Bay Coal,AFRJ7,USD,FUT,US,IPE
8,AFR,ICE Richards Bay Coal,AFRX9,USD,FUT,US,IPE
9,AFR,ICE Richards Bay Coal,AFRV9,USD,FUT,US,IPE
10,AFR,ICE Richards Bay Coal,AFRJ8,USD,FUT,US,IPE
11,AFR,ICE Richards Bay Coal,AFRV5,USD,FUT,US,IPE
12,AFR,ICE Richards Bay Coal,AFRX5,USD,FUT,US,IPE
13,AFR,ICE Richards Bay Coal,AFRQ9,USD,FUT,US,IPE
14,AFR,ICE Richards Bay Coal,AFRQ5,USD,FUT,US,IPE
15,AFR,ICE Richards Bay Coal,AFRK7,USD,FUT,US,IPE
16,AJY,Australian dollar,YAH5,JPY,FUT,US,NYBOT
17,ALI,Aluminum Index,ALIF7,USD,FUT,US,COMEX
18,ALI,Aluminum Index,ALIV7,USD,FUT,US,COMEX
19,ALI,Aluminum Index,ALIV6,USD,FUT,US,COMEX
20,ALI,Aluminum Index,ALIF5,USD,FUT,US,COMEX
21,ALI,Aluminum Index,ALIJ8,USD,FUT,US,COMEX
22,AMB30,CBOE One-Month AMERIBOR Average Rate Index,AMB1J4,USD,FUT,US,CFE
23,AMB30,CBOE One-Month AMERIBOR Average Rate Index,AMB1N4,USD,FUT,US,CFE
24,ANE,Australian dollar,ANEZ4,NZD,FUT,US,CME
25,ANE,Australian dollar,ANEU4,NZD,FUT,US,CME
26,ATW,ICE Rotterdam Coal,ATWU6,USD,FUT,US,IPE
27,ATW,ICE Rotterdam Coal,ATWH9,USD,FUT,US,IPE
28,ATW,ICE Rotterdam Coal,ATWH5,USD,FUT,US,IPE
29,ATW,ICE Rotterdam Coal,ATWN7,USD,FUT,US,IPE
30,ATW,ICE Rotterdam Coal,ATWN8,USD,FUT,US,IPE
31,ATW,ICE Rotterdam Coal,ATWZ6,USD,FUT,US,IPE
32,AUD,Australian dollar,6AJ4,USD,FUT,US,CME
33,AUD,Australian dollar,6AZ5,USD,FUT,US,CME
34,AUD,Australian dollar,6AH7,USD,FUT,US,CME
35,AYV,Mars (Argus) vs. WTI Trade Month Futures,AYVJ7,USD,FUT,US,NYMEX
36,AYV,Mars (Argus) vs. WTI Trade Month Futures,AYVJ6,USD,FUT,US,NYMEX
37,AYV,Mars (Argus) vs. WTI Trade Month Futures,AYVV8,USD,FUT,US,NYMEX
38,AYV,Mars (Argus) vs. WTI Trade Month Futures,AYVK5,USD,FUT,US,NYMEX
39,AYV,Mars (Argus) vs. WTI Trade Month Futures,AYVJ9,USD,FUT,US,NYMEX
40,BAX,3 Month Canadian Bankers' Acceptance Futures,BAXH25,CAD,FUT,CA,CDE
41,BAX,3 Month Canadian Bankers' Acceptance Futures,BAXU24,CAD,FUT,CA,CDE
42,BAX,3 Month Canadian Bankers' Acceptance Futures,BAXZ24,CAD,FUT,CA,CDE
43,BONO10,10 Year Bond,DVM10 MR25,MXN,FUT,MX,MEXDER
44,BONO3,3 Year Bond,DVM3  SP24,MXN,FUT,MX,MEXDER
45,BQX,CME E-Mini NASDAQ Biotechnology,BIOZ4,USD,FUT,US,CME
46,BQX,CME E-Mini NASDAQ Biotechnology,BIOM4,USD,FUT,US,CME
47,BRE,Brazilian real,6LU8,USD,FUT,US,CME
48,BRE,Brazilian real,6LG6,USD,FUT,US,CME
